File 	Datum 	StartZeit 	SZA  	AMF  	ChiSquare 	Streulicht_midday_log	Streulicht_midday_log Error 	Ring Streulicht_midday	Ring Streulicht_midday Error 	result of convolution O3	result of convolution O3 Error 	result of convolution NO2	result of convolution NO2 Error 	result of convolution O4	result of convolution O4 Error 	
61821	4/23/2019 	09:13:51	45.6		0.0095694	-0.97539	0.0045645	-1.3794e+25	3.6374e+24	-2.2979e+18	1.6858e+17	-8.0628e+16	3.1155e+16	2.36e+44	5.9789e+43	
61822	4/23/2019 	09:14:49	45.5		0.0092525	-0.97608	0.0044918	-1.4075e+25	3.5808e+24	-2.235e+18	1.6578e+17	-7.7261e+16	3.0606e+16	2.2823e+44	5.8813e+43	
61823	4/23/2019 	09:15:46	45.3		0.0092009	-0.97663	0.0044781	-1.4106e+25	3.571e+24	-2.2757e+18	1.6504e+17	-7.7826e+16	3.0532e+16	2.2234e+44	5.8609e+43	
61824	4/23/2019 	09:16:44	45.2		0.0086204	-0.97694	0.0043324	-1.3665e+25	3.4528e+24	-2.1888e+18	1.6013e+17	-7.7817e+16	2.9571e+16	2.2149e+44	5.6698e+43	
61825	4/23/2019 	09:17:42	45.1		0.0084289	-0.97715	0.0042882	-1.3591e+25	3.4162e+24	-2.2146e+18	1.5819e+17	-7.4084e+16	2.9192e+16	2.1625e+44	5.6164e+43	
61826	4/23/2019 	09:18:39	45		0.0076738	-0.97739	0.0040897	-1.26e+25	3.259e+24	-2.0922e+18	1.5105e+17	-7.1482e+16	2.7875e+16	2.0916e+44	5.3548e+43	
61827	4/23/2019 	09:19:37	44.9		0.0076548	-0.97814	0.0040832	-1.3155e+25	3.2537e+24	-2.1162e+18	1.5083e+17	-7.3904e+16	2.7853e+16	2.0832e+44	5.3515e+43	
61828	4/23/2019 	09:20:35	44.8		0.007373	-0.97873	0.0040077	-1.2921e+25	3.194e+24	-2.0406e+18	1.479e+17	-7.2103e+16	2.7334e+16	1.953e+44	5.2406e+43	
61829	4/23/2019 	09:21:32	44.7		0.00712	-0.97886	0.0039385	-1.2589e+25	3.1379e+24	-2.0395e+18	1.4521e+17	-6.9749e+16	2.6858e+16	1.8913e+44	5.1534e+43	
61830	4/23/2019 	09:22:30	44.5		0.00692	-0.98015	0.0038903	-1.2007e+25	3.0994e+24	-1.9149e+18	1.4345e+17	-5.8591e+16	2.6408e+16	1.9217e+44	5.097e+43	
61831	4/23/2019 	09:23:28	44.4		0.0069035	-0.97988	0.0038803	-1.2943e+25	3.0947e+24	-1.9177e+18	1.4313e+17	-6.5189e+16	2.644e+16	1.8553e+44	5.1006e+43	
61832	4/23/2019 	09:24:25	44.3		0.0069726	-0.98009	0.0039028	-1.2588e+25	3.1114e+24	-1.9015e+18	1.4354e+17	-5.9532e+16	2.6539e+16	1.9305e+44	5.1246e+43	
61833	4/23/2019 	09:25:22	44.2		0.0065051	-0.98032	0.0037692	-1.168e+25	3.0024e+24	-1.9081e+18	1.3904e+17	-6.0944e+16	2.5626e+16	1.8743e+44	4.9454e+43	
61834	4/23/2019 	09:26:17	44.1		0.0067257	-0.97909	0.0038293	-1.164e+25	3.0536e+24	-1.7764e+18	1.4118e+17	-6.276e+16	2.6099e+16	2.0177e+44	5.0196e+43	
61835	4/23/2019 	09:27:12	44		0.0063366	-0.98014	0.0037196	-1.1661e+25	2.9618e+24	-1.8207e+18	1.3698e+17	-5.9107e+16	2.5292e+16	1.9361e+44	4.8618e+43	
61836	4/23/2019 	09:28:07	43.9		0.005874	-0.98079	0.0035786	-1.1261e+25	2.854e+24	-1.7178e+18	1.3191e+17	-6.0415e+16	2.4394e+16	1.8683e+44	4.6909e+43	
61837	4/23/2019 	09:29:01	43.8		0.0058706	-0.98041	0.0035814	-1.0903e+25	2.8531e+24	-1.7687e+18	1.3201e+17	-5.7536e+16	2.4338e+16	1.8407e+44	4.6911e+43	
61838	4/23/2019 	09:29:55	43.7		0.0083755	-0.97446	0.004495	-1.3326e+24	3.3008e+24	-1.1393e+18	1.45e+17	-1.1161e+17	2.909e+16	-1.0026e+44	3.3408e+43	
61839	4/23/2019 	09:30:48	43.6		0.0056108	-0.98163	0.0034998	-1.1757e+25	2.7896e+24	-1.703e+18	1.2914e+17	-5.6081e+16	2.3817e+16	1.7061e+44	4.5923e+43	
61840	4/23/2019 	09:31:42	43.5		0.0077583	-0.97404	0.0043166	1.1121e+24	3.1734e+24	-1.0685e+18	1.4012e+17	-9.6036e+16	2.7926e+16	-9.1467e+43	3.2897e+43	
61841	4/23/2019 	09:32:35	43.4		0.0076171	-0.97518	0.0043054	-1.7347e+24	3.1643e+24	-1.0443e+18	1.3841e+17	-1.1383e+17	2.7777e+16	-9.6799e+43	3.1791e+43	
61842	4/23/2019 	09:33:28	43.3		0.0077038	-0.97512	0.0043171	-2.5886e+23	3.1717e+24	-1.14e+18	1.389e+17	-9.9605e+16	2.782e+16	-8.9777e+43	3.4143e+43	
61843	4/23/2019 	09:34:19	43.2		0.0076014	-0.97426	0.0042767	8.1538e+23	3.1429e+24	-1.1004e+18	1.3861e+17	-9.8698e+16	2.764e+16	-9.1601e+43	3.2923e+43	
61844	4/23/2019 	09:35:11	43.1		0.0071637	-0.9739	0.004142	1.5724e+24	3.0458e+24	-1.0255e+18	1.3471e+17	-9.4474e+16	2.6875e+16	-9.2882e+43	3.0594e+43	
61845	4/23/2019 	09:36:02	43		0.0070778	-0.97558	0.0041363	-5.2726e+23	3.0374e+24	-1.0787e+18	1.3315e+17	-9.555e+16	2.67e+16	-8.9459e+43	3.1805e+43	
61846	4/23/2019 	09:36:53	43		0.0069036	-0.97535	0.0040734	2.5207e+23	2.9924e+24	-1.0218e+18	1.3179e+17	-9.9165e+16	2.64e+16	-8.9389e+43	3.0187e+43	
61847	4/23/2019 	09:37:43	42.9		0.0067793	-0.97546	0.0040394	3.6039e+23	2.967e+24	-1.0225e+18	1.3069e+17	-9.5139e+16	2.6145e+16	-9.1937e+43	3.0357e+43	
61848	4/23/2019 	09:38:34	42.8		0.0064298	-0.97706	0.0039387	4.4058e+23	2.896e+24	-1.0649e+18	1.2703e+17	-8.779e+16	2.5381e+16	-7.7479e+43	3.1588e+43	
61849	4/23/2019 	09:39:24	42.7		0.0059078	-0.97662	0.0037666	7.5794e+23	2.7679e+24	-9.6998e+17	1.2213e+17	-9.0774e+16	2.441e+16	-8.4932e+43	2.8026e+43	
61850	4/23/2019 	09:40:15	42.6		0.0058464	-0.97742	0.0037612	-1.3447e+24	2.7621e+24	-9.958e+17	1.21e+17	-9.9006e+16	2.4334e+16	-8.5643e+43	2.7595e+43	
61851	4/23/2019 	09:41:05	42.5		0.0054814	-0.97836	0.003633	-4.6646e+23	2.6683e+24	-8.8848e+17	1.1763e+17	-8.8651e+16	2.3521e+16	-8.2724e+43	2.7119e+43	
61852	4/23/2019 	09:41:56	42.4		0.0053594	-0.97898	0.0036086	-1.6078e+24	2.6511e+24	-8.9239e+17	1.1601e+17	-9.7286e+16	2.3307e+16	-8.5437e+43	2.6501e+43	
61853	4/23/2019 	09:42:46	42.3		0.0050559	-0.97866	0.0035084	-1.4573e+24	2.5786e+24	-8.6003e+17	1.1254e+17	-9.3287e+16	2.2635e+16	-8.3929e+43	2.5861e+43	
61854	4/23/2019 	09:43:37	42.3		0.0055886	-0.9788	0.0036627	9.6078e+23	2.692e+24	-8.7535e+17	1.1857e+17	-8.1445e+16	2.3725e+16	-7.1806e+43	2.7488e+43	
61855	4/23/2019 	09:44:27	42.2		0.0049575	-0.98048	0.003485	-2.6027e+24	2.5673e+24	-7.8265e+17	1.1176e+17	-9.5069e+16	2.2437e+16	-8.1822e+43	2.5278e+43	
61856	4/23/2019 	09:45:18	42.1		0.0046271	-0.98027	0.0033542	-2.006e+24	2.4647e+24	-8.2763e+17	1.0773e+17	-8.6821e+16	2.1657e+16	-7.8676e+43	2.4631e+43	
61857	4/23/2019 	09:46:08	42		0.0046043	-0.98165	0.0033575	-1.9922e+24	2.4718e+24	-8.311e+17	1.0752e+17	-8.4955e+16	2.1571e+16	-7.1889e+43	2.5596e+43	
61858	4/23/2019 	09:46:59	41.9		0.0031039	-0.98569	0.0026001	-8.7337e+24	2.0749e+24	-1.2232e+18	9.6093e+16	-4.8155e+16	1.7753e+16	1.2865e+44	3.4121e+43	
61859	4/23/2019 	09:47:48	41.8		0.0043379	-0.98201	0.0032592	-2.2444e+24	2.3999e+24	-8.3293e+17	1.0421e+17	-8.3759e+16	2.093e+16	-7.1321e+43	2.5075e+43	
61860	4/23/2019 	09:48:38	41.8		0.0042343	-0.98245	0.0032153	-1.5914e+24	2.3655e+24	-8.3537e+17	1.0276e+17	-7.4738e+16	2.0654e+16	-6.6597e+43	2.5373e+43	
61861	4/23/2019 	09:49:27	41.7		0.003821	-0.98258	0.0030329	-5.7316e+23	2.2275e+24	-8.0092e+17	9.8117e+16	-7.2896e+16	1.9662e+16	-6.4222e+43	2.2227e+43	
61862	4/23/2019 	09:50:17	41.6		0.0038121	-0.98324	0.0030496	-2.1317e+24	2.2419e+24	-7.3243e+17	9.7788e+16	-7.5833e+16	1.9657e+16	-6.8739e+43	2.253e+43	
61863	4/23/2019 	09:51:06	41.5		0.0037163	-0.98306	0.0030223	-2.5224e+24	2.2308e+24	-6.9158e+17	9.7145e+16	-8.4513e+16	1.9457e+16	-7.1078e+43	2.1348e+43	
61864	4/23/2019 	09:51:56	41.4		0.0035537	-0.98338	0.0029405	-8.7823e+23	2.1607e+24	-7.7911e+17	9.405e+16	-7.0324e+16	1.8921e+16	-6.2633e+43	2.3022e+43	
61865	4/23/2019 	09:52:45	41.4		0.0025305	-0.98804	0.0023569	-7.3252e+24	1.8791e+24	-1.0764e+18	8.6713e+16	-2.6246e+16	1.5946e+16	1.1033e+44	3.0866e+43	
61866	4/23/2019 	09:53:35	41.3		0.0033249	-0.98195	0.002902	-2.5513e+24	2.1894e+24	-3.4849e+17	9.2784e+16	-1.0198e+17	1.8571e+16	-8.027e+43	1.7928e+43	
61867	4/23/2019 	09:54:24	41.2		0.0031062	-0.98455	0.0027534	-2.0604e+24	2.0259e+24	-6.1116e+17	8.8471e+16	-7.5544e+16	1.7774e+16	-6.0419e+43	1.9714e+43	
61868	4/23/2019 	09:55:14	41.1		0.00307	-0.98404	0.0027844	-2.6141e+24	2.1048e+24	-3.2939e+17	8.7326e+16	-9.4062e+16	1.7874e+16	-6.9175e+43	1.69e+43	
61869	4/23/2019 	09:56:03	41		0.0029068	-0.98612	0.0026656	-2.0711e+24	1.9611e+24	-6.5326e+17	8.5384e+16	-6.6458e+16	1.7153e+16	-5.4376e+43	1.9964e+43	
61870	4/23/2019 	09:56:53	41		0.0027288	-0.98621	0.0025801	-8.6819e+23	1.8971e+24	-6.3714e+17	8.2612e+16	-5.3806e+16	1.6595e+16	-4.9402e+43	1.9905e+43	
61871	4/23/2019 	09:57:42	40.9		0.0026141	-0.98546	0.0025161	-8.9486e+23	1.8497e+24	-5.7705e+17	8.1145e+16	-6.4053e+16	1.6318e+16	-5.3789e+43	1.768e+43	
61872	4/23/2019 	09:58:31	40.8		0.0024982	-0.98634	0.0024706	-1.5339e+24	1.8174e+24	-6.0312e+17	7.912e+16	-6.2089e+16	1.591e+16	-5.1723e+43	1.8319e+43	
61873	4/23/2019 	09:59:20	40.8		0.0025903	-0.98585	0.0025123	-1.1864e+24	1.8481e+24	-5.8123e+17	8.084e+16	-6.7485e+16	1.6235e+16	-5.6998e+43	1.7886e+43	
61874	4/23/2019 	10:00:07	40.7		0.0022697	-0.98539	0.0023478	-1.5182e+23	1.7243e+24	-5.9752e+17	7.5526e+16	-5.7743e+16	1.5153e+16	-5.3115e+43	1.7562e+43	
61875	4/23/2019 	10:00:54	40.6		0.002182	-0.9869	0.0023082	-1.3551e+24	1.6989e+24	-5.8259e+17	7.4103e+16	-6.3397e+16	1.4899e+16	-5.1615e+43	1.6471e+43	
61876	4/23/2019 	10:01:42	40.5		0.0020928	-0.9862	0.0022476	-4.8425e+23	1.6504e+24	-5.2855e+17	7.2555e+16	-5.4597e+16	1.4568e+16	-5.1259e+43	1.6307e+43	
61877	4/23/2019 	10:02:29	40.5		0.0020731	-0.98659	0.0022402	-4.4136e+23	1.6448e+24	-5.5985e+17	7.2088e+16	-5.478e+16	1.447e+16	-4.8392e+43	1.6895e+43	
61878	4/23/2019 	10:03:17	40.4		0.0022276	-0.98674	0.0023285	-1.4772e+24	1.7131e+24	-4.6598e+17	7.4997e+16	-5.6883e+16	1.5072e+16	-5.606e+43	1.6307e+43	
61879	4/23/2019 	10:04:04	40.3		0.0022698	-0.98523	0.0023964	-1.7187e+24	1.8109e+24	-2.1291e+17	7.58e+16	-8.1587e+16	1.5357e+16	-6.6175e+43	1.464e+43	
61880	4/23/2019 	10:04:52	40.3		0.0018596	-0.98813	0.0021341	-1.7409e+24	1.5712e+24	-5.3711e+17	6.8448e+16	-5.0526e+16	1.372e+16	-4.6482e+43	1.6009e+43	
61881	4/23/2019 	10:05:39	40.2		0.001567	-0.99238	0.0018653	-5.8342e+24	1.4864e+24	-7.4585e+17	6.8198e+16	-7.3922e+15	1.2502e+16	7.7709e+43	2.4438e+43	
61882	4/23/2019 	10:06:26	40.1		0.0018988	-0.9881	0.002145	-4.0757e+22	1.5782e+24	-5.6899e+17	6.8793e+16	-4.4588e+16	1.3787e+16	-3.768e+43	1.7944e+43	
61883	4/23/2019 	10:07:14	40.1		0.0015986	-0.9877	0.0019526	1.7075e+23	1.4376e+24	-4.6572e+17	6.3695e+16	-4.5626e+16	1.2751e+16	-4.3554e+43	1.3531e+43	
61884	4/23/2019 	10:08:01	40		0.0017858	-0.98815	0.0021126	-2.2491e+24	1.5768e+24	-2.7223e+17	6.8239e+16	-6.5941e+16	1.3563e+16	-5.1333e+43	1.3697e+43	
61885	4/23/2019 	10:08:49	39.9		0.0012653	-0.99083	0.0016616	-4.6412e+24	1.3235e+24	-6.7251e+17	6.1194e+16	-2.1913e+16	1.1312e+16	8.9743e+43	2.1738e+43	
61886	4/23/2019 	10:09:36	39.9		0.0014778	-0.98855	0.001891	-4.0255e+23	1.3888e+24	-4.8454e+17	6.0871e+16	-4.0764e+16	1.2191e+16	-4.0715e+43	1.4867e+43	
61887	4/23/2019 	10:10:24	39.8		0.0013834	-0.98932	0.0018325	-7.376e+23	1.3457e+24	-4.7178e+17	5.8823e+16	-4.5086e+16	1.1824e+16	-3.7824e+43	1.3836e+43	
61888	4/23/2019 	10:11:11	39.8		0.0011623	-0.99324	0.0016076	-4.6553e+24	1.2796e+24	-6.5673e+17	5.836e+16	-6.4477e+15	1.0762e+16	7.6243e+43	2.1023e+43	
61889	4/23/2019 	10:11:59	39.7		0.00092967	-0.9924	0.0014222	-4.4656e+24	1.1331e+24	-5.8454e+17	5.2575e+16	-2.2744e+16	9.721e+15	7.5114e+43	1.8645e+43	
61890	4/23/2019 	10:12:46	39.6		0.00090272	-0.99177	0.0014053	-3.6675e+24	1.1191e+24	-5.7142e+17	5.1701e+16	-1.5884e+16	9.5372e+15	7.1359e+43	1.8375e+43	
61891	4/23/2019 	10:13:33	39.6		0.0011302	-0.99155	0.001666	-1.7778e+24	1.2294e+24	-4.125e+17	5.3223e+16	-3.7385e+16	1.0667e+16	-3.3948e+43	1.3561e+43	
61892	4/23/2019 	10:14:21	39.5		0.0011412	-0.99087	0.0016685	-7.0931e+23	1.2286e+24	-4.1903e+17	5.3205e+16	-3.6408e+16	1.0705e+16	-3.0098e+43	1.3888e+43	
61893	4/23/2019 	10:15:08	39.5		0.0010462	-0.99058	0.0015866	-2.9139e+23	1.1652e+24	-4.2542e+17	5.1355e+16	-3.9164e+16	1.0283e+16	-3.6829e+43	1.1728e+43	
61894	4/23/2019 	10:15:56	39.4		0.0010983	-0.99077	0.0016356	-1.4041e+24	1.2024e+24	-3.1779e+17	5.2471e+16	-4.2248e+16	1.0559e+16	-3.6388e+43	1.1894e+43	
61895	4/23/2019 	10:16:43	39.3		0.00084792	-0.99352	0.0013753	-3.113e+24	1.092e+24	-5.0974e+17	4.9757e+16	-1.8419e+15	9.1879e+15	6.1097e+43	1.7927e+43	
61896	4/23/2019 	10:17:31	39.3		0.00095488	-0.99207	0.0015244	-7.6165e+23	1.1314e+24	-4.0277e+17	4.8867e+16	-2.807e+16	9.7679e+15	-1.9796e+43	1.4657e+43	
61897	4/23/2019 	10:18:18	39.2		0.00083292	-0.99481	0.0013596	-4.725e+24	1.0793e+24	-5.3509e+17	4.9519e+16	-7.4794e+15	9.106e+15	5.655e+43	1.7752e+43	
61898	4/23/2019 	10:19:05	39.2		0.00070713	-0.99381	0.0012471	-3.7676e+24	9.9449e+23	-4.7268e+17	4.5844e+16	-1.7176e+16	8.4229e+15	5.0907e+43	1.633e+43	
61899	4/23/2019 	10:19:53	39.1		0.00076732	-0.9938	0.0012978	-3.848e+24	1.0335e+24	-5.2816e+17	4.7677e+16	-1.8232e+16	8.7779e+15	4.4999e+43	1.6991e+43	
61900	4/23/2019 	10:20:40	39.1		0.00097916	-0.99139	0.0015432	-4.7771e+23	1.1342e+24	-3.7043e+17	4.9461e+16	-3.5485e+16	9.9223e+15	-3.1181e+43	1.241e+43	
61901	4/23/2019 	10:21:28	39		0.00098386	-0.99159	0.0015459	8.5814e+23	1.1508e+24	-3.6268e+17	4.9938e+16	-2.5906e+16	9.9062e+15	-1.7614e+43	1.5416e+43	
61902	4/23/2019 	10:22:15	38.9		0.00076912	-0.99563	0.0013108	-4.2595e+24	1.0441e+24	-4.9971e+17	4.7589e+16	-1.8523e+15	8.7574e+15	4.5732e+43	1.7151e+43	
61903	4/23/2019 	10:23:03	38.9		0.000973	-0.99087	0.001571	-5.9651e+23	1.1827e+24	-1.3129e+17	5.0411e+16	-4.887e+16	1.0028e+16	-3.4128e+43	1.0038e+43	
61904	4/23/2019 	10:23:50	38.8		0.00081515	-0.99148	0.0014371	-8.2104e+23	1.0826e+24	-1.5183e+17	4.6083e+16	-4.5261e+16	9.1831e+15	-3.509e+43	9.0877e+42	
61905	4/23/2019 	10:24:38	38.8		0.00061594	-0.99467	0.0011699	-2.8467e+24	9.3182e+23	-4.6794e+17	4.2623e+16	-3.8634e+15	7.8367e+15	5.3949e+43	1.5299e+43	
61906	4/23/2019 	10:25:25	38.7		0.00087002	-0.99262	0.0014539	-9.0288e+23	1.0679e+24	-2.6209e+17	4.6736e+16	-3.3863e+16	9.3885e+15	-2.83e+43	1.0744e+43	
61907	4/23/2019 	10:26:12	38.7		0.00082437	-0.99274	0.0014189	-2.7843e+23	1.046e+24	-3.4336e+17	4.5271e+16	-3.034e+16	9.0953e+15	-2.3924e+43	1.2046e+43	
61908	4/23/2019 	10:27:00	38.6		0.00086791	-0.99259	0.0014828	-1.393e+24	1.1178e+24	-9.9336e+16	4.7362e+16	-4.6369e+16	9.478e+15	-3.3182e+43	9.3405e+42	
61909	4/23/2019 	10:27:47	38.6		0.00069593	-0.993	0.0012954	-4.04e+23	9.5111e+23	-3.1604e+17	4.1847e+16	-2.7111e+16	8.3914e+15	-2.361e+43	9.5456e+42	
61910	4/23/2019 	10:28:35	38.5		0.00058195	-0.99324	0.0011927	-1.1223e+24	8.778e+23	-2.5948e+17	3.8353e+16	-2.9976e+16	7.6883e+15	-2.3829e+43	8.6536e+42	
61911	4/23/2019 	10:29:22	38.5		0.00067382	-0.99333	0.0012772	-7.5717e+23	9.3769e+23	-3.0405e+17	4.1083e+16	-2.7406e+16	8.2551e+15	-2.4402e+43	9.5332e+42	
61912	4/23/2019 	10:30:10	38.4		0.00065782	-0.99382	0.0012647	-9.321e+23	9.2895e+23	-2.4388e+17	4.0526e+16	-2.6407e+16	8.1434e+15	-2.2069e+43	9.8379e+42	
61913	4/23/2019 	10:30:57	38.4		0.00048736	-0.99656	0.0010396	-3.4488e+24	8.2728e+23	-3.7985e+17	3.7849e+16	-1.7612e+15	6.9709e+15	3.8029e+43	1.3568e+43	
61914	4/23/2019 	10:31:44	38.3		0.00063966	-0.99291	0.0012341	2.9759e+23	9.0935e+23	-2.6327e+17	4.0441e+16	-2.6224e+16	8.0254e+15	-2.4931e+43	9.0072e+42	
61915	4/23/2019 	10:32:32	38.3		0.00066773	-0.99172	0.0012607	5.468e+22	9.2853e+23	-1.9357e+17	4.1215e+16	-2.7347e+16	8.2372e+15	-2.6477e+43	8.7514e+42	
61916	4/23/2019 	10:33:19	38.2		0.00066175	-0.99434	0.0012701	-1.729e+24	9.3366e+23	-2.7559e+17	4.0748e+16	-2.8332e+16	8.1883e+15	-1.7548e+43	9.4154e+42	
61917	4/23/2019 	10:34:07	38.2		0.00058581	-0.99529	0.0011453	-2.5301e+24	9.0876e+23	-3.5553e+17	4.1353e+16	-1.273e+15	7.6397e+15	5.234e+43	1.4931e+43	
61918	4/23/2019 	10:34:54	38.2		0.00062203	-0.996	0.001179	-3.0881e+24	9.3625e+23	-4.0858e+17	4.259e+16	-3.4938e+13	7.8708e+15	5.0932e+43	1.5388e+43	
61919	4/23/2019 	10:35:42	38.1		0.00062879	-0.99443	0.0012317	-1.14e+24	9.0454e+23	-2.7049e+17	3.972e+16	-2.6415e+16	7.9875e+15	-2.1005e+43	8.8942e+42	
61920	4/23/2019 	10:36:29	38.1		0.00056566	-0.99318	0.0011573	1.7055e+23	8.5407e+23	-2.3112e+17	3.8053e+16	-2.3733e+16	7.5744e+15	-1.9361e+43	7.9951e+42	
61921	4/23/2019 	10:37:16	38		0.00058926	-0.99553	0.0011499	-1.8885e+24	9.1135e+23	-3.0177e+17	4.1343e+16	-2.2795e+14	7.6642e+15	4.8764e+43	1.495e+43	
61922	4/23/2019 	10:38:04	38		0.00061448	-0.99354	0.0011957	-8.72e+22	8.9e+23	-2.412e+17	3.9864e+16	-2.0568e+16	7.9022e+15	-2.0324e+43	7.6184e+42	
61923	4/23/2019 	10:38:51	37.9		0.00056001	-0.99575	0.001119	-2.0313e+24	8.8791e+23	-3.1419e+17	4.0307e+16	-2.6979e+15	7.4676e+15	4.506e+43	1.4558e+43	
61924	4/23/2019 	10:39:39	37.9		0.00054314	-0.99276	0.0011433	3.7814e+23	8.4083e+23	-2.0363e+17	3.6996e+16	-2.8534e+16	7.446e+15	-2.584e+43	7.8694e+42	
61925	4/23/2019 	10:40:26	37.9		0.00056734	-0.99579	0.0011305	-1.9826e+24	8.9949e+23	-2.9338e+17	4.0651e+16	3.2109e+15	7.5339e+15	4.5965e+43	1.4755e+43	
61926	4/23/2019 	10:41:14	37.8		0.00055284	-0.99565	0.0011129	-2.1194e+24	8.8549e+23	-2.5092e+17	4.0145e+16	-1.0002e+15	7.4261e+15	4.2602e+43	1.452e+43	
61927	4/23/2019 	10:42:01	37.8		0.00059678	-0.99636	0.001164	-2.7266e+24	9.3083e+23	-3.0774e+17	4.2e+16	5.663e+15	7.7492e+15	3.6738e+43	1.5265e+43	
61928	4/23/2019 	10:42:48	37.7		0.00053121	-0.99475	0.0011197	-7.695e+23	8.2757e+23	-2.163e+17	3.6903e+16	-2.3582e+16	7.3464e+15	-1.9144e+43	7.5819e+42	
61929	4/23/2019 	10:43:36	37.7		0.00056122	-0.99418	0.001152	-3.4526e+23	8.5134e+23	-2.2892e+17	3.8049e+16	-2.1941e+16	7.5299e+15	-2.3265e+43	8.036e+42	
61930	4/23/2019 	10:44:23	37.7		0.00051474	-0.99602	0.0010734	-2.064e+24	8.5241e+23	-2.5519e+17	3.8745e+16	3.5486e+15	7.162e+15	4.4783e+43	1.4001e+43	
61931	4/23/2019 	10:45:11	37.6		0.00058662	-0.99499	0.0011908	-6.8188e+23	8.7413e+23	-2.6302e+17	3.8299e+16	-1.6043e+16	7.6994e+15	-1.4091e+43	8.9233e+42	
61932	4/23/2019 	10:45:58	37.6		0.00057932	-0.99434	0.0011809	-7.8428e+22	8.6723e+23	-2.7074e+17	3.8144e+16	-1.8664e+16	7.6441e+15	-1.6733e+43	8.8828e+42	
61933	4/23/2019 	10:46:46	37.6		0.00042766	-0.99587	0.0010126	-3.9887e+23	7.4418e+23	-2.5994e+17	3.2925e+16	-1.3077e+16	6.5734e+15	-1.04e+43	7.4308e+42	
61934	4/23/2019 	10:47:33	37.5		0.00044872	-0.99579	0.0010437	-6.4188e+22	7.6663e+23	-1.9675e+17	3.3422e+16	-1.3742e+16	6.7188e+15	-9.7171e+42	8.2819e+42	
